State,County,FIPS,Area,1987_N_FarmFertilizer,1987_N_NonfarmFertilizer,1988_N_FarmFertilizer,1988_N_NonfarmFertilizer,1989_N_FarmFertilizer,1989_N_NonfarmFertilizer,1990_N_FarmFertilizer,1990_N_NonfarmFertilizer,1991_N_FarmFertilizer,1991_N_NonfarmFertilizer,1992_N_FarmFertilizer,1992_N_NonfarmFertilizer,1993_N_FarmFertilizer,1993_N_NonfarmFertilizer,1994_N_FarmFertilizer,1994_N_NonfarmFertilizer,1995_N_FarmFertilizer,1995_N_NonfarmFertilizer,1996_N_FarmFertilizer,1996_N_NonfarmFertilizer,1997_N_FarmFertilizer,1997_N_NonfarmFertilizer,1998_N_FarmFertilizer,1998_N_NonfarmFertilizer,1999_N_FarmFertilizer,1999_N_NonfarmFertilizer,2000_N_FarmFertilizer,2000_N_NonfarmFertilizer,2001_N_FarmFertilizer,2001_N_NonfarmFertilizer,1987_P_FarmFertilizer,1987_P_NonfarmFertilizer,1988_P_FarmFertilizer,1988_P_NonfarmFertilizer,1989_P_FarmFertilizer,1989_P_NonfarmFertilizer,1990_P_FarmFertilizer,1990_P_NonfarmFertilizer,1991_P_FarmFertilizer,1991_P_NonfarmFertilizer,1992_P_FarmFertilizer,1992_P_NonfarmFertilizer,1993_P_FarmFertilizer,1993_P_NonfarmFertilizer,1994_P_FarmFertilizer,1994_P_NonfarmFertilizer,1995_P_FarmFertilizer,1995_P_NonfarmFertilizer,1996_P_FarmFertilizer,1996_P_NonfarmFertilizer,1997_P_FarmFertilizer,1997_P_NonfarmFertilizer,1998_P_FarmFertilizer,1998_P_NonfarmFertilizer,1999_P_FarmFertilizer,1999_P_NonfarmFertilizer,2000_P_FarmFertilizer,2000_P_NonfarmFertilizer,2001_P_FarmFertilizer,2001_P_NonfarmFertilizer,1982_N_ManureUnconfined,1982_N_ManureConfined,1987_N_ManureUnconfined,1987_N_ManureConfined,1992_N_ManureUnconfined,1992_N_ManureConfined,1997_N_ManureUnconfined,1997_N_ManureConfined,1982_P_ManureUnconfined,1982_P_ManureConfined,1987_P_ManureUnconfined,1987_P_ManureConfined,1992_P_ManureUnconfined,1992_P_ManureConfined,1997_P_ManureUnconfined,1997_P_ManureConfined,1985_N_AtmosphericDeposition,1986_N_AtmosphericDeposition,1987_N_AtmosphericDeposition,1988_N_AtmosphericDeposition,1989_N_AtmosphericDeposition,1990_N_AtmosphericDeposition,1991_N_AtmosphericDeposition,1992_N_AtmosphericDeposition,1993_N_AtmosphericDeposition,1994_N_AtmosphericDeposition,1995_N_AtmosphericDeposition,1996_N_AtmosphericDeposition,1997_N_AtmosphericDeposition,1998_N_AtmosphericDeposition,1999_N_AtmosphericDeposition,2000_N_AtmosphericDeposition,2001_N_AtmosphericDeposition
FL,POLK,12105,"5,209","16,195,869","521,119","12,164,946","518,963","12,536,533","571,693","12,188,196","749,176","10,823,414","631,098","10,730,030","692,800","10,311,155","890,657","9,611,784","742,559","9,128,159","655,568","9,076,780","765,522","8,827,973","773,794","8,930,534","421,019","10,666,299","538,655","11,885,042","793,245","10,953,800","786,628","3,161,399","105,285","2,218,909","83,717","2,180,447","91,755","2,215,981","117,679","1,901,265","99,657","1,799,910","100,555","1,758,246","127,715","1,693,449","112,166","1,550,062","93,853","1,616,877","114,693","1,577,598","113,118","1,351,911","57,347","1,806,643","63,102","2,057,225","99,105","1,808,565","95,611","5,054,068","602,229","5,268,732","504,370","4,508,004","336,603","4,954,160","722,187","1,564,479","174,392","1,693,784","151,603","1,433,448","101,124","1,635,312","254,782","1,157,533","1,294,361","1,554,834","1,344,924","1,654,753","1,568,493","2,001,717","1,875,272","1,945,933","1,824,093","2,050,355","1,693,757","1,842,624","1,766,088","1,714,356","1,517,568","1,826,385"
FL,PUTNAM,12107,"2,010","1,539,140","65,751","1,324,258","63,798","1,553,061","70,672","1,709,621","92,432","1,712,371","77,400","1,909,291","83,940","1,701,820","107,759","1,456,298","88,842","1,253,166","77,290","1,110,216","89,573","940,497","88,829","892,539","47,527","1,002,748","59,526","1,053,568","86,158","917,621","83,699","300,437","13,284","241,547","10,292","270,120","11,343","310,833","14,519","300,799","12,222","320,274","12,183","290,192","15,452","256,577","13,420","212,801","11,065","197,767","13,420","168,071","12,986","135,113","6,474","169,844","6,973","182,366","10,764","151,507","10,173","531,837","309,182","270,164","194,034","356,596","183,804","345,575","159,302","135,653","65,187","85,250","53,658","91,072","37,035","90,790","32,523","558,595","561,732","634,407","509,981","789,532","575,705","707,374","728,671","693,234","626,257","742,633","545,707","525,522","776,643","499,739","547,937","614,903"
FL,ST JOHNS,12109,"1,599","4,132,218","86,210","3,194,786","88,978","3,394,303","101,889","3,408,069","137,617","3,131,536","119,086","3,219,079","132,314","2,885,520","177,606","2,486,359","151,782","2,158,177","137,049","1,933,508","166,343","1,662,684","173,671","1,607,290","97,261","1,839,417","126,814","1,968,702","190,806","1,746,699","198,843","806,600","17,418","582,735","14,354","590,362","16,353","619,634","21,617","550,093","18,805","539,985","19,204","492,035","25,468","438,058","22,927","366,482","19,620","344,422","24,922","297,129","25,388","243,313","13,248","311,558","14,856","340,770","23,839","288,395","24,168","233,099","135,512","106,740","76,662","146,969","75,754","182,683","84,213","63,791","30,654","27,237","17,143","51,671","21,012","46,433","16,634","438,814","443,721","493,953","402,532","624,175","459,008","564,984","576,260","547,456","500,750","590,474","439,213","429,225","618,693","395,202","439,335","487,114"
FL,ST LUCIE,12111,"1,495","10,364,304","183,578","8,324,860","188,880","9,183,983","217,289","9,570,117","299,633","9,122,063","261,812","9,723,148","291,646","9,318,361","381,856","8,661,650","321,839","8,201,199","284,156","8,129,259","335,141","7,880,002","340,100","7,392,546","184,663","8,207,294","236,637","8,518,187","348,495","7,325,720","350,770","2,023,090","37,090","1,518,470","30,469","1,597,346","34,874","1,739,979","47,066","1,602,402","41,343","1,631,011","42,330","1,588,956","54,756","1,526,050","48,615","1,392,654","40,681","1,448,092","50,212","1,408,192","49,718","1,119,089","25,153","1,390,140","27,722","1,474,444","43,539","1,209,538","42,634","2,418,058","160,089","2,124,668","118,046","1,971,687","362,175","1,119,136","215,547","739,841","29,520","520,130","16,781","485,583","79,585","277,401","53,283","315,124","301,194","456,685","318,954","485,834","453,948","514,298","503,256","423,756","510,806","614,749","489,281","629,884","488,685","566,379","381,629","547,588"
FL,SANTA ROSA,12113,"2,653","2,464,912","74,526","1,904,056","75,600","2,021,152","85,591","2,027,483","114,161","1,861,214","98,819","1,911,394","112,578","1,831,580","150,699","1,702,263","129,001","1,611,535","117,333","1,597,151","141,014","1,547,924","146,758","1,459,940","81,127","1,629,844","104,722","1,701,341","154,638","1,471,944","156,933","481,146","15,057","347,303","12,195","351,534","13,737","368,624","17,932","326,945","15,605","320,627","16,340","312,319","21,609","299,913","19,486","273,656","16,798","284,506","21,127","276,621","21,454","221,007","11,050","276,061","12,268","294,491","19,320","243,030","19,074","393,844","97,185","323,635","85,470","313,388","75,502","397,728","76,589","128,372","26,835","105,576","24,036","81,977","15,041","100,394","13,491","692,421","812,221","835,111","790,331","1,127,548","840,304","1,060,145","825,685","1,010,340","849,529","1,104,169","1,006,902","1,036,973","803,536","832,472","805,722","652,941"
FL,SARASOTA,12115,"1,497","837,658","460,270","673,523","458,893","743,759","504,546","775,752","666,250","740,087","565,837","789,519","613,041","754,877","789,146","699,937","657,557","660,986","577,437","653,360","672,258","631,446","677,452","579,910","368,085","629,371","470,062","637,543","689,890","534,205","689,265","163,509","92,991","122,852","74,027","129,360","80,978","141,042","104,653","130,005","89,352","132,438","88,978","128,721","113,159","123,318","99,326","112,243","82,668","116,385","100,719","112,842","99,034","87,787","50,137","106,602","55,067","110,355","86,192","88,202","83,777","2,025,473","110,961","1,364,327","88,284","1,513,791","85,680","1,171,157","93,863","486,731","26,096","328,770","20,948","363,340","20,851","373,809","27,289","345,713","419,930","438,584","430,359","452,179","449,022","612,932","551,793","663,247","543,196","562,899","478,776","498,614","591,442","446,452","448,923","536,903"
FL,SEMINOLE,12117,875,"1,039,062","524,559","793,873","534,588","833,149","603,446","825,933","818,670","748,941","712,110","759,369","789,742","666,070","1,028,094","558,600","860,495","468,313","758,975","400,605","889,132","322,929","904,120","344,291","494,001","430,128","636,676","498,341","939,602","475,262","938,336","202,823","105,980","144,804","86,238","144,908","96,851","150,166","128,595","131,561","112,450","127,380","114,625","113,577","147,422","98,417","129,980","79,525","108,658","71,361","133,212","57,709","132,170","52,119","67,288","72,855","74,585","86,260","117,390","78,470","114,050","308,419","150,094","364,416","92,585","323,352","43,679","364,868","26,052","74,763","39,497","115,009","30,183","102,080","14,027","87,090","5,214","172,951","157,505","272,435","175,856","302,291","266,948","297,849","305,939","203,861","284,385","380,812","303,056","398,375","257,278","364,095","209,875","328,930"
FL,SUMTER,12119,"1,503","1,574,614","27,601","1,244,649","27,113","1,352,027","30,027","1,388,003","39,398","1,304,088","33,892","1,370,791","37,647","1,244,682","49,274","1,089,216","42,039","963,497","39,188","883,861","51,629","783,570","56,716","779,507","32,013","916,868","43,425","1,007,375","65,516","916,504","65,889","307,361","5,576","227,026","4,374","235,155","4,819","252,358","6,189","229,079","5,352","229,943","5,464","212,242","7,066","191,903","6,350","163,612","5,610","157,445","7,735","140,027","8,291","118,002","4,361","155,298","5,087","174,370","8,185","151,323","8,008","2,745,456","302,020","2,760,479","551,855","2,498,527","252,396","2,288,480","554,300","882,499","94,904","873,204","178,456","799,166","78,782","742,754","185,935","355,892","373,006","456,245","369,865","526,998","442,491","547,604","535,326","508,263","498,229","586,065","464,242","436,137","384,150","461,272","498,269","460,601"
FL,SUWANNEE,12121,"1,792","2,994,742","21,423","2,365,834","20,918","2,568,500","23,139","2,635,398","30,167","2,474,736","25,856","2,599,945","28,534","2,539,594","37,366","2,407,607","31,166","2,326,658","27,450","2,355,624","33,039","2,334,163","33,920","2,160,343","18,650","2,364,345","24,076","2,416,945","35,726","2,045,360","35,622","584,567","4,328","431,533","3,374","446,733","3,714","479,152","4,739","434,718","4,083","436,128","4,141","433,048","5,358","424,183","4,708","395,092","3,930","419,615","4,950","417,125","4,959","327,034","2,540","400,469","2,820","418,358","4,463","337,706","4,330","1,714,706","1,718,224","1,492,884","2,031,796","1,574,504","2,350,637","1,705,386","2,568,947","548,281","513,635","470,306","591,666","473,231","670,116","504,183","726,430","479,017","494,272","532,849","450,502","686,691","496,934","637,297","611,290","635,924","562,636","628,211","486,990","475,825","681,533","425,901","506,547","526,085"
FL,TAYLOR,12123,"2,719","177,373","11,373","125,327","10,746","120,308","11,593","107,584","14,869","86,416","12,410","75,727","13,238","87,998","16,675","96,932","13,659","106,930","12,304","121,895","14,852","134,509","14,637","123,020","7,937","132,908","10,204","133,964","14,582","111,632","14,245","34,623","2,298","22,860","1,734","20,925","1,861","19,560","2,336","15,180","1,960","12,703","1,921","15,005","2,391","17,078","2,063","18,158","1,762","21,714","2,225","24,037","2,140","18,623","1,081","22,512","1,195","23,188","1,822","18,431","1,731","287,663","21,215","249,938","23,868","213,831","54,722","234,517","51,810","93,006","6,308","81,169","5,984","73,748","13,014","59,905","9,138","632,971","677,979","687,129","683,230","1,019,586","726,752","972,489","812,862","978,504","868,809","950,167","745,263","825,002","890,747","746,548","816,487","777,388"
FL,UNION,12125,647,"548,140","9,125","446,061","8,298","498,149","9,079","525,090","11,755","505,946","10,947","544,810","11,875","516,027","15,832","473,673","13,689","442,499","11,716","432,326","13,734","412,602","13,688","430,362","7,458","527,939","9,697","602,301","14,060","566,865","14,210","106,996","1,844","81,362","1,339","86,642","1,457","95,469","1,846","88,876","1,729","91,389","1,724","87,992","2,270","83,454","2,068","75,141","1,677","77,012","2,058","73,734","2,001","65,148","1,016","89,422","1,136","104,254","1,757","93,594","1,727","474,688","217,780","502,742","234,348","392,600","163,946","474,676","209,469","160,437","72,994","154,519","72,015","139,461","56,002","167,793","65,923","184,779","185,520","206,675","166,784","257,902","184,287","227,080","235,859","227,642","199,924","236,595","170,860","156,214","264,991","149,371","171,493","195,070"
FL,VOLUSIA,12127,"2,974","2,526,707","521,431","2,072,646","528,502","2,331,713","590,197","2,474,490","789,093","2,399,226","674,909","2,598,542","742,593","2,560,216","960,676","2,448,329","799,086","2,386,792","700,352","2,437,877","813,492","2,437,180","821,207","2,264,512","445,108","2,488,711","569,390","2,555,472","837,490","2,172,992","832,335","493,208","105,348","378,054","85,256","405,549","94,725","449,896","123,949","421,453","106,576","435,893","107,782","436,565","137,755","431,358","120,704","405,304","100,265","434,267","121,880","435,535","120,049","342,803","60,629","421,534","66,703","442,336","104,632","358,779","101,166","919,027","447,250","837,976","212,900","863,269","116,612","712,608","50,882","290,486","153,464","263,025","69,028","214,287","29,445","171,600","10,274","624,087","584,447","924,779","622,231","1,049,243","899,386","1,021,164","1,045,334","745,900","961,581","1,261,464","997,784","1,264,282","911,104","1,154,511","736,820","1,081,137"
FL,WAKULLA,12129,"1,604","67,516","8,976","54,054","9,099","59,447","10,089","61,763","13,674","58,705","12,173","62,404","13,969","63,999","19,069","63,604","16,518","64,341","15,284","68,100","18,690","70,457","19,443","64,088","10,705","68,822","14,265","68,903","21,358","56,987","22,323","13,179","1,814","9,860","1,468","10,339","1,619","11,229","2,148","10,312","1,922","10,468","2,027","10,913","2,734","11,206","2,495","10,926","2,188","12,131","2,800","12,591","2,842","9,702","1,458","11,657","1,671","11,927","2,668","9,409","2,713","75,222","10,441","38,116","2,951","49,442","13,076","99,623","2,318","25,327","3,248","13,165",962,"13,664","2,365","25,123",534,"329,270","359,369","340,601","413,239","623,875","424,433","565,775","429,709","568,898","512,148","599,345","428,611","531,266","458,530","483,757","501,597","449,893"
FL,WALTON,12131,"2,764","851,390","20,081","681,322","19,721","748,979","21,558","777,840","27,757","739,037","24,731","785,312","27,487","722,972","36,185","642,929","31,386","579,629","28,451","543,978","34,309","495,870","35,939","615,295","19,762","857,008","25,782","1,077,994","38,270","1,096,598","39,837","166,190","4,057","124,274","3,181","130,268","3,460","141,422","4,360","129,821","3,905","131,732","3,990","123,280","5,189","113,274","4,741","98,428","4,073","96,901","5,140","88,614","5,254","93,144","2,692","145,159","3,020","186,594","4,781","181,058","4,842","616,340","505,861","517,805","521,843","388,421","608,506","503,495","543,937","193,376","145,972","168,392","155,953","126,338","185,297","159,334","157,909","622,297","702,416","678,380","711,689","1,046,646","768,176","989,486","775,941","990,172","874,914","1,011,185","852,918","964,978","820,921","919,245","898,172","742,367"
FL,WASHINGTON,12133,"1,595","982,990","12,181","739,292","12,123","762,944","13,167","742,878","17,197","660,796","14,391","656,297","15,565","635,337","20,330","596,805","16,694","571,329","15,411","572,877","18,631","562,057","19,004","508,649","10,191","543,113","13,109","540,276","19,123","443,593","19,086","191,877","2,461","134,848","1,956","132,697","2,113","135,065","2,701","116,077","2,272","110,091","2,259","108,337","2,915","105,148","2,522","97,018","2,206","102,049","2,791","100,442","2,778","77,000","1,388","91,992","1,536","93,518","2,389","73,241","2,320","600,119","110,505","523,744","108,106","337,091","130,013","430,256","111,478","183,863","22,273","155,406","20,977","96,948","29,018","132,848","27,577","339,042","372,577","354,596","407,095","606,186","426,058","564,045","434,087","566,194","506,958","583,664","445,314","533,821","466,999","543,607","533,341","438,219"
GA,APPLING,13001,"1,326","1,587,660","5,155","1,664,636","6,374","1,919,492","6,299","2,114,479","1,028","2,034,090",977,"2,240,749","1,643","2,482,551","1,924","2,728,628","1,318","2,799,787",508,"3,090,060","1,776","3,041,354",634,"3,013,205",471,"2,761,628",539,"2,809,578",826,"2,446,830","1,365","303,592",733,"359,846",975,"428,722","1,027","500,686",30,"482,172",47,"554,166",88,"628,187",109,"635,250",122,"747,681",72,"786,789",103,"810,208",49,"943,085",26,"870,488",36,"914,156",41,"805,172",126,"520,439","739,852","295,195","658,263","348,907","727,814","333,331","627,820","182,301","250,625","106,750","227,058","115,331","233,557","95,019","164,265","341,474","319,912","427,614","345,518","518,144","427,794","599,352","424,121","521,940","510,759","415,454","405,663","395,597","507,543","349,338","402,556","352,579"
GA,ATKINSON,13003,891,"1,389,064","1,769","1,396,628","2,155","1,549,255","2,126","1,646,388",346,"1,531,692",323,"1,635,428",547,"1,743,812",668,"1,847,674",468,"1,830,404",184,"1,953,178",664,"1,861,071",243,"1,680,909",179,"1,407,900",207,"1,311,643",317,"1,047,731",518,"265,616",252,"301,910",330,"346,029",347,"389,847",10,"363,081",16,"404,463",29,"441,256",38,"430,156",43,"488,808",26,"497,317",39,"495,784",19,"526,097",10,"443,782",14,"426,771",16,"344,774",48,"299,048","1,133,136","249,731","1,126,735","278,822","1,468,619","320,521","1,596,695","103,902","365,270","83,353","346,466","94,945","452,434","103,026","463,146","207,232","228,315","237,529","197,330","274,729","217,805","332,813","251,319","337,149","317,220","223,567","269,956","294,035","319,683","249,384","264,064","243,496"
GA,BACON,13005,741,"1,621,862","3,359","1,467,520","4,022","1,453,720","3,953","1,366,622",641,"1,111,621",594,"1,022,384","1,007","1,177,770","1,208","1,340,163",845,"1,418,424",321,"1,609,813","1,102","1,625,014",384,"1,555,801",281,"1,381,796",317,"1,365,657",484,"1,157,895",792,"310,132",478,"317,235",615,"324,691",645,"323,601",19,"263,505",29,"252,849",54,"298,024",69,"312,003",78,"378,789",45,"409,889",64,"432,899",29,"486,941",16,"435,554",21,"444,345",24,"381,025",73,"233,436","420,251","227,229","442,396","145,291","391,406","195,742","751,440","78,062","154,397","78,043","165,458","47,956","139,068","64,874","269,475","185,827","187,391","219,428","184,068","270,394","220,216","314,143","229,139","286,760","280,306","219,560","224,922","227,754","278,914","191,803","222,582","201,176"
GA,BAKER,13007,904,"2,294,880",908,"2,238,358","1,078","2,409,303","1,055","2,484,967",170,"2,244,264",165,"2,326,672",273,"2,625,339",334,"2,933,784",228,"3,056,040",90,"3,419,704",308,"3,408,658",111,"2,885,957",80,"2,245,098",93,"1,920,237",140,"1,387,261",232,"438,826",129,"483,868",165,"538,123",172,"588,413",5,"531,993",8,"575,416",15,"664,319",19,"683,013",21,"816,113",13,"870,723",18,"908,056",9,"903,258",4,"707,674",6,"624,790",7,"456,502",21,"525,226","69,550","381,975","86,056","300,024","51,014","225,458","371,189","165,346","20,542","122,413","26,200","76,316","11,501","76,086","117,571","199,024","218,433","215,276","213,536","306,953","226,572","326,090","247,439","331,268","293,567","274,320","260,384","304,827","290,304","262,856","266,627","249,835"
